,Software_Developer,Database_Administrator,Systems_Administrator,Project_manager,Web_Developer,Network_Administrator,Security_Analyst,Python_Developer,Java_Developer,Front_End_Developer
28,0.99834037,0.0013612969,0.004463072,0.009811503,0.9664355,0.00028356307,8.100076e-06,0.004468853,0.017916901,0.99021435
29,0.024877561,0.006965959,0.004660971,0.9814278,0.0030526926,0.0047004283,0.005359685,0.00064687437,5.850833e-06,0.0014519831
30,0.99632794,0.0009872618,0.0036612307,0.006928224,0.03114034,0.0026292247,0.0013875113,0.9893526,0.0036544653,0.006239051
31,0.010597569,0.0025835286,0.011995924,0.012963728,0.004628468,0.012770149,0.9628315,0.002255655,0.0061737415,5.6486297e-05
32,0.985211,0.008321994,0.05711795,0.022126611,0.11836348,0.9408502,0.0014952872,0.039438557,0.025780458,0.0035178147
33,0.99649566,0.003803092,0.008776047,0.017746545,0.98895895,0.0006898338,8.379599e-06,0.0027171436,0.012721599,0.9635608
34,0.0155372,0.9924556,0.009803302,0.011708394,0.0042659915,0.00073675666,0.0012545132,0.00022871833,0.0007805088,0.001290965
35,0.03254541,0.0044505806,0.018257884,0.9909376,0.0031921705,0.010717327,0.009586816,0.00078498345,5.4521324e-06,0.0011854842
36,0.025885113,0.96757954,0.9663939,0.73559004,0.011551957,0.057789236,0.010129255,0.000877569,0.00043293572,0.0026974664
37,0.99921536,0.0016797594,0.007255462,0.0092216525,0.45980823,0.0041452316,0.0010597678,0.98625886,0.120978005,0.10730275
38,0.02724474,0.004574009,0.004490151,0.98216426,0.002739455,0.0038919304,0.008019569,0.00059083145,6.9652383e-06,0.0011792739
39,0.01627021,0.011399639,0.9904268,0.013421768,0.002726709,0.010466074,0.0055608493,5.3158503e-05,0.00020226557,0.0044250116
40,0.004535085,0.014462444,0.007045024,0.008864489,0.000924235,0.0023102115,0.437662,0.0002760134,0.00040272492,4.680227e-05
41,0.97618973,0.015144336,0.044407003,0.019797314,0.06388748,0.9130115,0.0035304113,0.07066054,0.050236814,0.0015593162
42,0.005347951,0.0017490392,0.0104601495,0.010464591,0.004163839,0.26938057,0.93286556,0.0015686384,0.0037195382,3.511921e-05
43,0.9968566,0.0010974732,0.003683003,0.0012664075,0.023864036,0.0011449248,0.0020928911,0.0046495963,0.97188234,0.0048799864
44,0.95439035,0.00904718,0.030813605,0.011905107,0.39336723,0.0040186914,0.0010021176,0.021434646,0.00079452863,0.0065485025
45,0.99526066,0.002307618,0.0016324812,0.0041244444,0.98111534,0.0024706752,0.00024031205,0.0073355935,0.008715713,0.008389338
46,0.007589557,0.003963746,0.9970585,0.04899096,0.0015742779,0.6604206,0.0506425,7.407681e-05,0.00013631005,0.000342221
47,0.027228564,0.0030027367,0.037555136,0.9518401,0.00514895,0.030655837,0.82762897,0.0011936914,0.00012654165,8.799099e-05
48,0.0908041,0.0054727173,0.008821109,0.98875487,0.0059635276,0.0075845243,0.008382213,0.0013949156,3.247233e-05,0.0015739376
49,0.99880564,0.003356551,0.0043922802,0.004380795,0.94545454,0.0051995865,0.0010512798,0.0028062672,0.9873103,0.013215606
50,0.01628118,0.006019338,0.98848164,0.18614143,0.0020161844,0.98790437,0.013012337,0.0006433005,8.183008e-05,0.00093248225
51,0.0384357,0.0014499603,0.023407428,0.028304119,0.0065374565,0.017649325,0.97150254,0.0023847793,0.00392511,4.372353e-05
52,0.0054288097,0.005158309,0.0030780754,0.0027205194,0.0013910084,0.0029771945,0.23234814,0.00031771528,0.00063338585,9.744825e-05
53,0.9930426,0.001889714,0.0025572912,0.007363964,0.9816945,0.0007988719,0.00012761515,0.0010308714,0.004109566,0.017337231
54,0.9963652,0.0013520431,0.003603079,0.00576242,0.052273776,8.4491214e-05,6.431672e-05,0.0026012384,0.010319944,0.98674136
55,0.9993068,0.0005097461,0.0012114934,0.0005530235,0.16806076,3.778717e-05,4.75604e-05,0.0014365141,0.27325794,0.7760132
56,0.018884886,0.07091367,0.047788486,0.5218967,0.027881298,0.02852215,0.0023152044,0.0002971627,1.49631915e-05,0.0012424274
57,0.99798834,0.0017387824,0.005264714,0.00884119,0.9786759,0.00038149787,6.0091365e-06,0.0026440043,0.017979803,0.9841285
58,0.99897313,0.0016229447,0.0018780062,0.0010252646,0.2906695,0.0008177968,0.00071572536,0.0023492877,0.9918168,0.01427578
59,0.006311777,0.0115500195,0.0014965857,0.056536958,0.0009030995,0.00096049934,0.28490245,0.00026942522,0.00013763954,5.1485596e-05
60,0.007522003,0.0019776472,0.011553368,0.030174421,0.0031845188,0.0128231635,0.9635568,0.001198129,0.0022432928,3.329954e-05
61,0.9966523,0.0011528691,0.004147876,0.001311553,0.03006159,0.0014463217,0.0025951923,0.0041315975,0.9810735,0.004687374
62,0.0017332828,0.005118673,0.0057592057,0.032673467,0.0005839343,0.02094352,0.24585488,9.857352e-05,0.00010667821,1.984822e-05
63,0.014322974,0.0040376326,0.74985653,0.058356266,0.0035702311,0.055047862,0.97793806,0.0005899349,0.0023927176,3.6689922e-05
64,0.008417132,0.99018633,0.0065797903,0.008796699,0.0030059302,0.0012014883,0.004153971,0.00024940298,0.0011857965,0.000619979
65,0.9970656,0.0026016491,0.0049496084,0.0021298858,0.021490447,0.00028542159,9.4597555e-05,0.0011624115,0.009187246,0.004863135
66,0.031938475,0.0035799607,0.0073380806,0.9874085,0.0030689088,0.019513728,0.0068916283,0.0009512057,6.8655236e-06,0.001106273
67,0.996385,0.0014497358,0.003976479,0.01832341,0.96860516,0.00033805353,5.870311e-06,0.002077309,0.0053975405,0.98766917
68,0.0035250813,0.0026760355,0.85967886,0.02373059,0.0014782604,0.98431075,0.012281146,0.00021196374,9.944788e-05,0.00036110292
69,0.9960296,0.012841532,0.015084936,0.0076482226,0.059677504,0.00050479,4.983277e-05,0.00087398617,0.0021668877,0.013356393
70,0.010360952,0.0020291293,0.028453166,0.018744212,0.0045441934,0.012412598,0.97182095,0.0013417955,0.0041078846,4.3478998e-05
71,0.99649566,0.0008906476,0.0025191167,0.0055857864,0.4346307,3.7839563e-05,1.5232762e-05,0.0022068354,0.0023008906,0.9909083
72,0.99512595,0.0021197584,0.007650101,0.029628303,0.984183,0.00059226924,8.31049e-06,0.0018199007,0.010136501,0.9815641
73,0.9957968,0.0018285651,0.0028038947,0.007208351,0.9911618,0.0019310849,9.2849376e-05,0.001391017,0.007563853,0.020865196
74,0.0020080283,0.0027635677,0.6730532,0.013234871,0.0007727348,0.8830641,0.010745797,5.240107e-05,6.3424195e-05,0.00012606388
75,0.99856925,0.0019572517,0.0050912197,0.008004857,0.9727051,0.00035589415,1.0861981e-05,0.002498638,0.107938014,0.9842008
76,0.9966248,0.0014712625,0.006268619,0.013800957,0.97159475,0.00037947696,5.901948e-06,0.0022416029,0.006624079,0.9892257
77,0.045646206,0.0056264433,0.018066315,0.99275184,0.004294031,0.036001362,0.00845321,0.001509351,5.849935e-06,0.00091537077
78,0.9926455,0.0038143417,0.0057881656,0.034100983,0.00477687,0.0007675974,0.0007517833,0.052277956,0.00061259343,0.0032458415
79,0.99640745,0.00094283564,0.0062134084,0.0072596464,0.019595714,0.004352355,0.0012257362,0.97978425,0.0033785964,0.0044651674
80,0.001972162,0.010556017,0.05626876,0.1757562,0.0006526763,0.07839316,0.020468405,3.6458576e-05,9.049275e-06,2.3136254e-05
81,0.9941369,0.0016082698,0.009340584,0.01025634,0.028975267,0.00018001118,9.033413e-05,0.0020314858,0.0059678764,0.9848914
82,0.008254794,0.0038778028,0.9960424,0.053937186,0.0017435314,0.116240345,0.01383895,7.341646e-05,8.774021e-05,0.0018863211
83,0.051830225,0.0036984575,0.9596789,0.050433043,0.011466673,0.926219,0.96251225,0.0013407156,0.008963249,0.00012929874
84,0.99856204,0.006582587,0.008451894,0.003418502,0.342022,0.0004127578,0.0008232676,0.0038865453,0.95352864,0.9553085
85,0.99656457,0.0015613709,0.0034362485,0.004319968,0.98905087,0.0007854122,5.560509e-05,0.0016490072,0.0051937173,0.062584706
86,0.012468456,0.9932777,0.014852412,0.0081603695,0.0027607488,0.0013414166,0.0059481338,0.00048840523,0.0012613691,0.00050228456
87,0.019438908,0.0014375547,0.3571278,0.043999832,0.0055216686,0.96588004,0.96431756,0.0020823248,0.004895767,4.2121097e-05
88,0.010414259,0.0050248103,0.15500388,0.0072470284,0.009269405,0.99498534,0.03108824,0.0026246493,0.0027179928,0.0007552505
89,0.013041299,0.99607205,0.3413366,0.059102885,0.0033911124,0.008485961,0.0075315847,0.00025635888,0.00077623606,0.00040121606
90,0.9966145,0.0014158754,0.0049753343,0.012570038,0.97170144,0.00031164126,6.00472e-06,0.0020430847,0.0062429896,0.98793435
91,0.6864721,0.9116673,0.048153423,0.865637,0.07589372,0.01879808,0.0014673832,0.004074721,0.0013939402,0.0062166005
92,0.9990834,0.0020780682,0.002793594,0.001506069,0.81160235,0.0010756904,0.00053679466,0.0018297317,0.95032114,0.0074524977
93,0.004696542,0.017962972,0.98584104,0.060544953,0.00083409937,0.04032588,0.009394214,3.409644e-05,3.08598e-05,0.0005835171
94,0.99756587,0.0011237907,0.0036991849,0.010879285,0.9440161,0.00018009583,5.755842e-06,0.0019541709,0.0063200193,0.99166155
95,0.0069124647,0.95744956,0.0033935113,0.005315404,0.0022438222,0.00049269496,0.0031566701,0.000232731,0.00075087475,0.0006816393
96,0.010046604,0.0060420474,0.010138979,0.96522987,0.0015593813,0.009061911,0.009866543,0.0001971461,4.505482e-06,0.0003498014
97,0.9988978,0.0014658594,0.0027293984,0.0009377228,0.38956,0.00066190085,0.0008628754,0.0012991522,0.9952325,0.050715607
98,0.9717844,0.00202682,0.006177148,0.6597895,0.8925178,0.0008148906,0.00010106998,0.0036742173,0.00030371317,0.37500948
99,0.005099646,0.0075721294,0.9855656,0.012088922,0.0010271716,0.4736519,0.0028866066,4.9134433e-05,6.2566425e-05,0.000696375
100,0.9986308,0.0035397408,0.0051672235,0.004590158,0.9728651,0.0074048187,0.00087731617,0.0021065762,0.97984606,0.018726893
101,0.992827,0.0039519654,0.00343537,0.0071558505,0.016358418,8.145677e-05,0.00034387567,0.0051506357,0.015113947,0.931853
102,0.0015801913,0.0009762555,0.19322816,0.008780752,0.00063943485,0.72110564,0.21973705,0.00013161484,0.0001732424,3.0064853e-05
103,0.030602384,0.0052387714,0.015662298,0.990743,0.0029927322,0.014951047,0.010047231,0.0010945643,5.9318263e-06,0.0012341805
104,0.011597105,0.0039853277,0.9943627,0.14702232,0.0016259995,0.036625676,0.04576556,8.793488e-05,8.1241735e-05,0.0012793202
105,0.992183,0.0014348372,0.0013762508,0.0017805328,0.7483032,0.0005820908,0.00047923328,0.0050345412,0.14099717,0.069913
106,0.01990061,0.019128872,0.0073381774,0.93779707,0.0025414822,0.002676621,0.010144795,0.00031721106,7.6928445e-06,0.0005187908
107,0.010735365,0.0029611418,0.014355506,0.016726837,0.004949176,0.015723215,0.97043025,0.0021415215,0.0053152973,4.6128756e-05
108,0.9958604,0.0013009865,0.0059104078,0.018798454,0.96798027,0.0003238771,7.199981e-06,0.0021541703,0.004923835,0.9903898
109,0.992576,0.001843554,0.0034925614,0.009092204,0.99027973,0.0025692706,0.00013390982,0.001296308,0.0045309407,0.017103368
110,0.013402518,0.00616941,0.99294573,0.020338485,0.0025962612,0.01832663,0.009438282,6.9977585e-05,0.00020160612,0.004459954
111,0.98967427,0.0012590745,0.0019745172,0.007090736,0.97932863,0.00056773843,9.62085e-05,0.0008757497,0.0029657404,0.058887407
112,0.9753949,0.0033728404,0.004977724,0.007584495,0.41460767,0.00026055035,0.00018690656,0.005901673,0.002232253,0.636223
113,0.008337883,0.0018765097,0.008677376,0.18239784,0.0026522458,0.010865971,0.9468639,0.00092799834,0.0007840205,2.9147774e-05
114,0.9978491,0.0010930717,0.0012734666,0.0018286939,0.9783172,0.00063353736,0.00011407832,0.0023664536,0.04173735,0.01839952
115,0.9851622,0.0012771173,0.036346015,0.058144975,0.9850347,0.032597527,0.00426375,0.0020348567,0.0048385025,0.004811782
116,0.9956,0.001020564,0.0030510242,0.007729589,0.06762979,8.383271e-05,4.0726918e-05,0.002531977,0.0036869943,0.9881656
117,0.9905111,0.008676432,0.007995052,0.007429624,0.046229843,0.0070392257,0.003043361,0.07691322,0.065566875,0.0017022372
118,0.98259014,0.0017036727,0.07768943,0.027283007,0.98109025,0.019326935,0.004911911,0.0018987851,0.0075535085,0.00596008
119,0.012441782,0.054827593,0.9920373,0.03899313,0.0025158918,0.014352921,0.0034190414,6.124628e-05,0.00011579197,0.0033515492
120,0.0034224114,0.0025131293,0.9934068,0.020043634,0.0008445803,0.45741826,0.050331887,7.286706e-05,0.00010807243,0.0003621437
121,0.9974807,0.00096766336,0.0034225043,0.0055335797,0.046724066,0.0024289999,0.0016908853,0.9923292,0.019531988,0.007980437
122,0.99593014,0.003234987,0.0022085055,0.0018629913,0.013269566,0.0004519411,8.341503e-05,0.0016422449,0.005727286,0.003920302
123,0.9976792,0.00085452915,0.0035241854,0.004826938,0.02881507,9.4850395e-05,4.719912e-05,0.0025255964,0.0061069815,0.9289753
124,0.012421492,0.9909225,0.0059965453,0.007961287,0.0032630078,0.00075477344,0.0026562547,0.00032711148,0.0014807682,0.0009627922
125,0.004235807,0.005637248,0.05750518,0.019718828,0.0021064267,0.8693033,0.001932178,0.00014204856,8.575481e-05,0.00046017845
126,0.006347388,0.0033863152,0.008496081,0.006823137,0.0028289333,0.008683749,0.89761394,0.0010775287,0.0026879318,4.7443657e-05
127,0.9546524,0.13700448,0.091331005,0.007690711,0.4347434,0.003262803,0.0010311848,0.00238417,0.022742085,0.005349958
128,0.89305353,0.035238504,0.9040071,0.90179044,0.27741843,0.10267074,0.0039022833,0.017089844,0.0022572717,0.66568035
129,0.9972677,0.0034681319,0.0027136107,0.0042395475,0.9899268,0.0013664997,6.460329e-05,0.0026582237,0.0077204076,0.024219258
130,0.008372338,0.0010284274,0.13068059,0.017752472,0.00058712007,0.025026074,0.57189155,0.00014424282,0.00020977088,2.5218133e-05
131,0.9988304,0.0015217881,0.0020609342,0.0010296224,0.24458939,0.0002171776,0.00041480534,0.001097413,0.9812634,0.20754659
132,0.0026571366,0.014892933,0.9821976,0.011611435,0.0005857186,0.10960436,0.06519602,2.8129962e-05,0.00018011694,0.0001931093
133,0.9931884,0.0013859015,0.0025638628,0.01550939,0.9692095,0.0004978343,8.799409e-05,0.0012259586,0.001171798,0.021824602
134,0.057691157,0.008840345,0.06415432,0.9627482,0.004734063,0.85236603,0.027983172,0.0027406043,3.648045e-05,0.00057619915
135,0.9929923,0.0014571651,0.005059314,0.0135285985,0.035212237,0.00014789612,5.1557334e-05,0.0018967395,0.0028225684,0.98550385
136,0.012094334,0.0019540156,0.24788228,0.033277392,0.0041420776,0.94540584,0.950566,0.00149979,0.0030777026,3.0995026e-05
137,0.9968021,0.001234465,0.0035110547,0.004647822,0.03491282,0.0029067504,0.0021240623,0.98989373,0.03268425,0.00433481
138,0.9974356,0.0019085783,0.0058964803,0.012980456,0.9803843,0.00041733365,5.5676246e-06,0.0028791584,0.0077284807,0.9836475
139,0.9994784,0.005080316,0.009951258,0.016653338,0.9627392,0.020818235,0.000808508,0.8118523,0.5630597,0.034364104
140,0.8520862,0.014836144,0.0041773594,0.09659277,0.49491784,0.0019758746,0.0044689206,0.021490918,0.0009236808,0.009736643
141,0.0068778573,0.0013787505,0.64366454,0.72327876,0.00043118367,0.11658157,0.31375188,8.186349e-05,1.7419148e-05,3.856275e-05
142,0.023299836,0.0044206735,0.0055823307,0.9851988,0.002911789,0.005839687,0.008205466,0.0006912463,5.6525782e-06,0.0011109621
143,0.011719893,0.004317143,0.0802253,0.012598507,0.010157338,0.99556977,0.2836145,0.0052212053,0.0060234363,0.0004172959
144,0.021731606,0.011434653,0.0014358794,0.8716109,0.0016397114,0.0026212514,0.006640521,0.0002300895,1.4699243e-05,0.0007862676
145,0.005198511,0.0074844304,0.049335107,0.009767204,0.0031927307,0.9727505,0.012160269,0.00063097157,0.0005440888,0.00031301216
146,0.9981838,0.0028025643,0.004034393,0.001074962,0.24415821,0.0012739939,0.0018690198,0.0017385837,0.99483806,0.010221557
147,0.059072334,0.011811368,0.21128911,0.96732247,0.007014113,0.2290532,0.9010833,0.002485223,0.00031458668,8.511114e-05
148,0.009134674,0.0038916161,0.99648106,0.081899494,0.0018265889,0.13160916,0.015136308,8.692864e-05,6.995897e-05,0.0017736945
149,0.017559418,0.8826871,0.0043704296,0.0068817795,0.0017107568,0.00017901807,0.0038706283,0.00020490373,0.0003024421,0.00061883434
150,0.010360396,0.0039050407,0.36503887,0.013743224,0.0055458024,0.99664956,0.024816183,0.0011513288,0.00095278246,0.0004992314
151,0.024581226,0.0036801817,0.027073918,0.043172155,0.0163001,0.9631864,0.9428612,0.0069753192,0.010916951,8.346738e-05
152,0.99879175,0.002119111,0.004038018,0.004545311,0.56556445,8.903227e-05,4.1269304e-05,0.0028224005,0.111656025,0.9940299
153,0.99510586,0.011345058,0.0052352217,0.00702756,0.008736042,0.00041175913,0.0002810519,0.019524898,0.003641562,0.0037840086
154,0.99198943,0.002532849,0.0024002849,0.054622255,0.98958135,0.0029660165,0.00010912103,0.0020496957,0.0023403952,0.02306073
155,0.9898287,0.0022077009,0.007900008,0.0066280584,0.326964,0.0012527622,0.00060038274,0.0040574814,0.004791791,0.008529967
156,0.009039262,0.015358814,0.006310985,0.011219513,0.0020207218,0.0017475305,0.8161707,0.00097323867,0.001774452,6.685065e-05
157,0.9957152,0.0034474062,0.0057919184,0.019003373,0.9910965,0.0057272892,0.00017891602,0.0039516934,0.004032227,0.014629933
158,0.99648917,0.0007645368,0.002374338,0.0059980205,0.4438432,4.8189515e-05,1.3375536e-05,0.001596005,0.0025638067,0.9908564
159,0.010564854,0.0032921985,0.9931028,0.06285931,0.0019227134,0.049744092,0.009357539,6.585095e-05,5.2761596e-05,0.0024483
160,0.013628602,0.0061875307,0.020844322,0.0091896895,0.010402987,0.98139095,0.008770288,0.0019863832,0.0016475344,0.0009158463
161,0.0143170385,0.005195731,0.99509275,0.023563342,0.0042702896,0.04811843,0.006644967,5.9046608e-05,0.00010793762,0.0037789987
162,0.014200835,0.0064602788,0.99181986,0.022728711,0.002540646,0.014421349,0.011260444,8.111014e-05,0.00014943561,0.003499575
163,0.009045099,0.024772078,0.026048169,0.012395238,0.0012066885,0.004378666,0.80604076,0.00071946677,0.001031507,3.5319415e-05
164,0.9990772,0.0017211181,0.0067310785,0.015708508,0.31542748,0.0015263974,0.00039338824,0.9405963,0.012820617,0.7348945
165,0.015284075,0.006111142,0.99551,0.02381969,0.0029989118,0.034618724,0.008744264,8.555535e-05,0.000188358,0.004552944
166,0.008646508,0.0016191517,0.0140047455,0.015193893,0.0034702749,0.014111876,0.958641,0.0013223479,0.0028505384,3.9440445e-05
167,0.99673414,0.013388276,0.006888604,0.010385745,0.0983327,0.0019541802,7.5576994e-05,0.0027930215,0.0009852782,0.004128669
168,0.009985253,0.0053030592,0.32239568,0.07452109,0.004164482,0.99412495,0.006191555,0.0006508916,0.00018434496,0.00050849107
169,0.9964489,0.003122881,0.0035843926,0.0031477069,0.01291607,0.00046824664,8.678328e-05,0.001783403,0.0039357604,0.004077354
170,0.008028523,0.0028372651,0.9960238,0.07694332,0.0013841413,0.102536425,0.05530955,7.481483e-05,0.00010940546,0.0010551659
171,0.019392172,0.028946217,0.9908504,0.013122056,0.0027771483,0.011272067,0.0028276017,6.460496e-05,0.0002598701,0.005121994
172,0.010448276,0.002146165,0.011692193,0.020548511,0.004436062,0.012540645,0.96946007,0.0020272774,0.0047131837,4.6217745e-05
173,0.99687,0.0019610017,0.007030236,0.002926612,0.03922428,0.001948788,0.002602523,0.002401051,0.98758763,0.009559165
174,0.034252267,0.0022512388,0.98668075,0.05553673,0.004822961,0.95885926,0.8917675,0.0009840801,0.002761005,0.00013370287
175,0.016207585,0.009970048,0.9951121,0.03021592,0.0029420392,0.024726186,0.006342433,7.210993e-05,0.00019698132,0.0054357294
176,0.012399056,0.025495697,0.99602133,0.016121462,0.0023330317,0.04797159,0.0059046894,6.843291e-05,0.00023327128,0.0026271646
177,0.99899143,0.000892148,0.0025810048,0.0008091107,0.0921543,0.0006745433,0.000726185,0.0029006922,0.9749454,0.008343578
178,0.99757737,0.0013201911,0.0037483023,0.0054268683,0.066417895,0.0025962414,0.002160628,0.98739076,0.110528894,0.0067437305
179,0.9957496,0.004701611,0.0055075865,0.0031614376,0.43864566,0.0005152068,0.00010083931,0.0026122525,0.0067218747,0.016261693
180,0.9988815,0.0022618577,0.0034483713,0.0024534527,0.887831,0.0023612238,0.00089608727,0.0012804534,0.9915844,0.02135395
181,0.9971361,0.00125751,0.0038218086,0.0060325526,0.039542615,0.0028001706,0.0022431712,0.9917613,0.033994608,0.0055372887
182,0.99703014,0.0012740842,0.0046190443,0.017111193,0.9324746,0.00021610534,5.7553916e-06,0.0023103422,0.0040788543,0.9933258
183,0.0063306047,0.012424973,0.97329855,0.007705178,0.0012504726,0.019095708,0.0023814621,3.1133608e-05,8.6377404e-05,0.0026630799
184,0.00902638,0.0012597885,0.020373745,0.84716743,0.000682419,0.22545563,0.06861316,0.00022738177,1.0378029e-05,5.5433557e-05
185,0.007821545,0.01745532,0.97656345,0.0060659517,0.0013668233,0.009820597,0.015771106,3.6140384e-05,0.00019128388,0.0009822334
186,0.9563433,0.0020942998,0.0008016527,0.024580237,0.090524375,2.7132699e-05,9.052798e-05,0.0008393711,0.0009572461,0.90898097
187,0.98960936,0.010155609,0.03935702,0.33718228,0.9777044,0.19306453,0.022604214,0.4446084,0.0039428608,0.0040643355
188,0.99307525,0.0023109338,0.12203889,0.0147002,0.047512792,0.00061308383,0.00019200551,0.0017977956,0.008428964,0.986702
189,0.011373274,0.0026195715,0.012693798,0.013610109,0.005121561,0.014007992,0.9662103,0.0023091752,0.006905842,5.7931666e-05
190,0.99916136,0.0020006837,0.0033080159,0.0010374621,0.3065362,0.0003654471,0.0008478411,0.0037574659,0.9937431,0.23009098
191,0.9826633,0.8187236,0.020856349,0.04187931,0.9629531,0.0052561355,0.00020248033,0.0045538913,0.00983572,0.015171791
192,0.044727832,0.0028235633,0.014365354,0.98850083,0.0024206084,0.023020534,0.0093338005,0.00061043026,8.975882e-06,0.00084110885
193,0.99704593,0.0015981368,0.0022521033,0.013013002,0.9945209,0.0009922402,1.1789028e-05,0.0023851537,0.00501012,0.6427509
194,0.9981567,0.00086930575,0.0021077602,0.0026038005,0.3037691,4.1285566e-05,2.8430719e-05,0.0025941385,0.01732919,0.99069864
195,0.9702681,0.0012703569,0.0033907674,0.015839495,0.896614,0.0019297521,7.031043e-05,0.0012932824,0.0007502747,0.22515002
196,0.99650085,0.55076545,0.060333587,0.04227763,0.24586405,0.011186831,0.00045994905,0.027378246,0.032744095,0.0037494886
197,0.99790597,0.002320283,0.0034332434,0.0015983965,0.34083486,0.00017427576,2.2573411e-05,0.0005791807,0.0030186037,0.023424337
198,0.99868816,0.0030083733,0.006543467,0.021556927,0.99182385,0.0042810263,3.984943e-05,0.027731402,0.0021177249,0.2668262
199,0.99496573,0.0064129177,0.003190799,0.020599982,0.9435423,0.0011914026,0.0002027075,0.05206336,0.0009452533,0.016902326
200,0.01062987,0.0012521168,0.0045695696,0.04109227,0.0016854736,0.016133357,0.90449345,0.0012686392,0.00097408,2.4444087e-05
201,0.10300323,0.004666491,0.022830013,0.9938618,0.0053051854,0.017341772,0.009559214,0.0014415194,1.1868442e-05,0.0013984272
202,0.994166,0.0021415795,0.004560452,0.06783003,0.038054068,0.00024027468,0.00013295848,0.0062562595,0.0045126686,0.98475176
203,0.8514242,0.004988204,0.010582624,0.95716345,0.17659059,0.0018799201,0.0012673639,0.008255931,0.0005383298,0.34770516
204,0.9972045,0.0030663512,0.0076744584,0.006132989,0.9877638,0.008952542,0.0003748219,0.012805086,0.019145394,0.003857613
